#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
435,Jakob Marsee,SDP,23,92,2,11,9,3,11.70%,23.00%,0.126,0.288,0.232,0.33,0.357,0.306,96,-0.1,-0.6,-0.4,0.2
436,Robbie Grossman,,99,411,10,46,41,4,12.30%,25.50%,0.141,0.29,0.226,0.328,0.367,0.309,94,-0.9,-3.8,-8,0.2
437,Alec Burleson,STL,19,81,3,10,10,1,6.80%,15.60%,0.17,0.293,0.272,0.325,0.442,0.331,109,-0.3,0.7,-1.3,0.2
438,Nick Gordon,MIN,44,177,4,19,19,3,5.00%,21.80%,0.142,0.305,0.251,0.297,0.393,0.299,89,-0.1,-2.4,-1.5,0.2
439,Ezequiel Duran,TEX,60,231,7,28,28,5,5.80%,25.00%,0.17,0.316,0.257,0.306,0.427,0.315,97,-0.7,-1.6,-4.1,0.2
440,Sam Haggerty,SEA,26,103,2,11,10,5,8.80%,23.30%,0.129,0.301,0.239,0.315,0.368,0.301,94,0.3,-0.5,-1,0.2
441,Jos� Ferm�n,STL,18,71,1,8,7,1,9.80%,13.80%,0.125,0.268,0.246,0.331,0.371,0.311,96,-0.2,-0.5,0,0.2
442,Otto Lopez,TOR,24,101,1,11,9,2,7.40%,17.70%,0.096,0.305,0.254,0.316,0.35,0.294,86,-0.1,-1.8,0.3,0.2
443,Michael Stefanic,LAA,13,52,1,6,5,1,10.50%,13.30%,0.096,0.304,0.27,0.357,0.366,0.323,103,-0.1,0.1,0,0.2
444,Tyler Gentry,KCR,29,118,3,13,12,1,10.20%,24.50%,0.142,0.309,0.244,0.331,0.386,0.317,96,-0.2,-0.7,-1.5,0.2
445,Connor Norby,BAL,13,53,1,6,6,1,7.40%,22.20%,0.149,0.302,0.252,0.313,0.401,0.31,98,-0.1,-0.2,0.2,0.2
446,Colton Cowser,BAL,16,65,2,7,7,1,12.30%,28.40%,0.143,0.319,0.235,0.34,0.379,0.318,104,-0.1,0.2,-0.6,0.2
447,Jos� Rodr�guez,CHW,58,237,7,24,25,8,4.40%,19.80%,0.138,0.273,0.238,0.275,0.377,0.281,75,-0.1,-7.2,1,0.2
448,Eguy Rosario,SDP,18,72,2,8,8,2,8.10%,23.40%,0.149,0.29,0.237,0.305,0.385,0.301,92,-0.1,-0.8,0.1,0.2
449,Jorbit Vivas,LAD,19,79,1,9,8,1,8.60%,15.40%,0.113,0.271,0.24,0.321,0.352,0.3,89,-0.1,-1.2,0.3,0.2
450,Kyle Lewis,ARI,58,245,8,29,28,1,9.80%,27.50%,0.164,0.307,0.241,0.32,0.404,0.317,97,-0.5,-1.4,-5.2,0.2
