#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
416,Jhony Brito,NYY,3,4,0,51,3,65,7.69,2.67,1.27,0.292,72.30%,44.80%,4.18,4.4,0.3
417,Mason Black,SFG,2,2,0,5,5,28,8.21,3.33,1.2,0.298,70.80%,43.30%,4.42,4.44,0.3
418,Noah Davis,COL,5,10,0,27,21,122,6.43,4.14,1.75,0.307,66.70%,40.30%,6.11,5.96,0.3
419,Jake Diekman,,3,3,0,58,0,58,10.61,5.11,1,0.292,74.90%,42.00%,3.87,4.2,0.2
420,José Cisnero,,2,2,0,50,0,50,9.4,4.03,1.1,0.294,73.30%,41.70%,4.06,4.26,0.2
421,Janson Junk,MIL,4,6,0,32,13,91,6.08,2.55,1.7,0.29,69.60%,39.70%,5.13,5.31,0.2
422,Keider Montero,DET,3,3,0,29,5,52,7.69,3.03,1.25,0.295,70.70%,41.30%,4.45,4.53,0.2
423,Scott Alexander,,2,2,0,50,0,50,6.98,2.99,0.88,0.306,72.40%,53.80%,3.89,4.09,0.2
424,Jay Jackson,,2,2,0,49,0,49,8.98,3.05,1.32,0.289,72.80%,37.40%,4.19,4.3,0.2
425,Brad Keller,,3,4,0,11,11,62,6.76,4.71,1.13,0.306,70.20%,49.00%,4.97,5.09,0.2
426,Chris Flexen,,3,4,0,10,10,53,6.44,3.14,1.54,0.296,69.60%,38.80%,5.13,5.2,0.2
427,Jose Hernandez,PIT,2,2,0,46,0,46,9.2,4.04,1.12,0.293,73.40%,40.80%,4.1,4.29,0.2
428,Andrew Bellatti,PHI,3,3,0,60,0,60,9.31,3.88,1.42,0.284,73.20%,34.40%,4.41,4.66,0.2
429,Ryan Borucki,PIT,3,3,1,62,0,62,8.09,3.58,1.07,0.298,72.10%,44.60%,4.19,4.36,0.2
430,Justin Topa,SEA,3,3,2,63,0,63,7.95,3.02,0.95,0.299,73.20%,51.20%,3.76,4,0.2
431,Joe Mantiply,ARI,3,3,0,54,0,54,7.49,2.73,0.98,0.304,72.50%,48.10%,3.89,4.03,0.2
432,Grant Anderson,TEX,3,3,0,58,0,58,8.59,3.55,1.23,0.294,72.40%,42.60%,4.29,4.47,0.2
433,Wandy Peralta,,3,3,0,55,0,55,8.68,3.94,0.93,0.301,74.30%,49.70%,3.8,4.13,0.2
434,Tejay Antone,CIN,2,2,0,49,0,49,9.11,3.74,1.27,0.3,72.60%,43.60%,4.33,4.46,0.2
435,Trevor Gott,NYM,3,3,0,62,0,62,8.65,3.12,1.27,0.293,72.20%,40.40%,4.25,4.35,0.2
436,Chris Stratton,,3,3,0,56,0,56,8.76,3.36,1.21,0.294,72.90%,39.80%,4.16,4.29,0.2
437,Elvis Peguero,MIL,3,3,0,60,0,60,8.34,3.57,1.03,0.3,72.20%,49.20%,4.09,4.23,0.2
438,Cody Bradford,TEX,4,4,0,57,3,72,7.91,2.19,1.56,0.284,72.80%,34.70%,4.35,4.6,0.2
439,Matt Bush,TEX,3,3,0,60,0,60,9.64,3.33,1.34,0.294,73.10%,39.00%,4.23,4.29,0.2
440,Sean Newcomb,OAK,3,3,4,62,0,62,9.35,4.72,1.02,0.288,74.10%,42.20%,3.97,4.36,0.2
441,Josh Taylor,KCR,1,1,0,28,0,28,9,3.66,1,0.3,73.60%,43.20%,3.89,4.05,0.2
442,Yerry Rodríguez,TEX,2,2,0,48,0,48,9.58,3.78,1.15,0.294,73.60%,42.20%,4.01,4.18,0.2
443,Dylan Floro,,2,2,0,49,0,49,7.91,3.14,1.01,0.303,72.10%,48.10%,4.06,4.11,0.2
444,Mitch White,TOR,2,2,0,40,2,47,8.4,3.1,1.24,0.291,72.30%,41.70%,4.19,4.34,0.2
445,James Karinchak,CLE,3,3,0,54,0,54,11.31,4.9,1.21,0.281,74.30%,33.70%,4.08,4.24,0.2
446,Justin Martinez,ARI,2,2,0,35,0,35,10.68,5.27,0.82,0.3,74.50%,46.70%,3.75,3.98,0.2
447,Angel Felipe,OAK,3,3,0,56,0,56,9.09,4.79,0.84,0.295,73.80%,49.40%,3.83,4.21,0.2
448,John Brebbia,,3,3,0,56,0,56,9.35,3.07,1.32,0.289,73.20%,33.30%,4.14,4.22,0.2
449,Dylan Lee,ATL,3,2,0,54,0,54,9.16,2.84,1.31,0.292,73.90%,37.20%,4.02,4.16,0.2
450,Taylor Clarke,KCR,3,3,1,62,0,62,8.64,3.14,1.31,0.295,72.70%,35.70%,4.29,4.39,0.2
